times,servers
0.20889854600282456,1
0.19034120184497783,1
0.22435742040672224,1
0.16188407569968996,1
0.17088626922073188,1
0.2632285338036015,1
0.1799623072497355,1
0.15611884711077417,1
0.19723705652779966,1
0.20881570261117532,1
0.19907199687800986,1
0.15206628811577333,1
0.24009838096457217,1
0.1459380985104794,1
0.179757402150429,1
0.1857453169634966,1
0.1539804721696339,1
0.1821541933258226,1
0.19501418570663995,1
0.19175297879839043,1
0.19065501841019228,1
0.1706578857172794,1
0.21154881840477055,1
0.14879060333989685,1
0.13279958931176902,1
0.157995275560532,1
0.14724472036432612,1
0.22378721495173629,1
0.19495806289433001,1
0.17812373334815826,1
0.23984138959612816,1
0.17492677669637782,1
0.17975050534657763,1
0.15839898462872498,1
0.17762844607243972,1
0.22919194851673866,1
0.30377340534012715,1
0.23968911373183932,1
0.1708088518064398,1
0.15837005377436417,1
0.28551932527453505,1
0.1790233567599502,1
0.20066882963049087,1
0.14357339764272375,1
0.15704129666103547,1
0.19225163015246033,1
0.1836587549180989,1
0.2385608509614871,1
0.24537978154258766,1
0.18624473008924344,1
0.15235096825814984,1
0.22898826704602865,1
0.19496474638615116,1
0.18434385454453067,1
0.18991945218772263,1
0.1500192537648004,1
0.23809310774807552,1
0.2145945900273708,1
0.1903381489837004,1
0.22995033449406832,1
0.2035750450757834,1
0.14507332480154844,1
0.13859564371389957,1
0.22291310662626687,1
0.15656721487730432,1
0.19466751157655166,1
0.13986090169117013,1
0.21590144587482582,1
0.14036236070191752,1
0.16522237125173528,1
0.14346763139882435,1
0.24132551641534467,1
0.18449308433711067,1
0.13813764274600776,1
0.1861005782414909,1
0.19918023291163373,1
0.1767865406295296,1
0.1512025322046805,1
0.20777001663186473,1
0.1595614956371477,1
0.1753979028215421,1
0.17960761158196636,1
0.19167234032276004,1
0.22615675526871018,1
0.20122559127712555,1
0.18398525119707113,1
0.1755448142042153,1
0.17505289766649496,1
0.14677580153608916,1
0.2147296452607499,1
0.21076479798667205,1
0.240036578669878,1
0.1559636841121517,1
0.15679927260056115,1
0.17330268014916217,1
0.2644026285947746,1
0.16917169019453643,1
0.1745434902039999,1
0.2217328425810922,1
0.1617947095806858,1
0.09608030287586393,2
0.09086294199194626,2
0.10964895129729597,2
0.08100098167092466,2
0.07776942298300535,2
0.12523099894495524,2
0.08461648437311509,2
0.07391057661384579,2
0.09611627782655283,2
