times,servers
0.3610181033732913,1
0.41010295523096224,1
0.3123075069692973,1
0.3087744345476927,1
0.34269453821041806,1
0.7962990773366257,1
0.2907497387647185,1
0.2728361330205537,1
0.5987446162768594,1
0.3240126456521665,1
0.32419821114283326,1
0.32696420417405525,1
0.3984250842918964,1
0.3439714349634938,1
0.2840284886266173,1
0.3616261404925965,1
0.31697370012453385,1
0.39256679150859936,1
0.5064508396162176,1
0.7731848606359333,1
0.5346515444808688,1
0.512418628248977,1
0.23591438828958095,1
0.7132196180929862,1
0.392434020587121,1
0.5073149187607828,1
0.3497035311777122,1
0.3498518617844955,1
0.3839680106169158,1
0.34803993590652804,1
0.41777256940415364,1
0.35142577200252506,1
0.30690197371614997,1
0.3178911147103484,1
0.25935231043616647,1
0.36371710828336307,1
0.29324627169535156,1
0.2835895832982569,1
0.3273141426149594,1
0.42859521994185457,1
0.30277365677158014,1
0.29977740034320033,1
0.3601572043115137,1
0.588306724722757,1
0.5917307299705544,1
0.5242589817146971,1
0.525780495220674,1
0.3557059979756937,1
0.3498479043325949,1
0.31473856783986387,1
0.6120091869524976,1
0.45277670979241247,1
0.3700742599533089,1
0.3102973573967078,1
0.5140390219880346,1
0.3193248607751702,1
0.4404082328937499,1
0.397241396929534,1
0.48344356054353066,1
0.35235748735298134,1
0.6120658730485652,1
0.46239645916607697,1
0.3530577426854542,1
0.2674531686543431,1
0.250295272351269,1
0.8315775603868633,1
0.311349788184869,1
0.34311537625542815,1
0.35739909238495754,1
0.35862470250129125,1
0.35720032713480404,1
0.4127085094373832,1
0.33352331377827327,1
0.37187047232613724,1
0.298698489912035,1
0.33016584283188455,1
0.23741244903495654,1
0.48246386171278255,1
0.32185461514394237,1
0.2718983521071129,1
0.5749207391837803,1
0.4063016425619596,1
0.4042583134551778,1
0.4559629776902986,1
0.5369000410626235,1
0.36906495421493757,1
0.3449066023634105,1
0.4231318697742987,1
0.33241050007973666,1
0.3896974627103563,1
0.41385015056876273,1
0.22509526195351984,1
0.4017769306505467,1
0.4276386167625721,1
0.4121715182056999,1
0.315080708271277,1
0.3991754040331372,1
0.34404893757405625,1
0.3874061044954544,1
0.3788925963921506,1
0.1513064311562849,2
0.1572102791559519,2
0.1393141853566871,2
0.1519457874590901,2
0.15352894406862785,2
0.28834668486115617,2
0.11514283461146141,2
0.17293343338534062,2
0.1458268742067189,2
0.22663298714349828,2
0.1477001117371298,2
0.11193096807616516,2
0.11033323376375714,2
0.15064713786564463,2
0.17563389633048201,2
0.20171304346393112,2
0.1317235294989746,2
0.10009532921559293,2
0.1211760580776326,2
0.18541193965032374,2
0.22069748685188748,2
0.12199444832647781,2
0.14006339077523905,2
0.12513868541243295,2
0.18616058692267112,2
0.15278690784744162,2
0.22687368287016038,2
0.19550488775128888,2
0.18697786810221204,2
0.20054229904841273,2
0.18366919082386957,2
0.1358284563743936,2
0.14257808412814538,2
0.161979490007524,2
0.1319310941043576,2
0.21840212276453733,2
0.09902295795270975,2
0.11108317468771171,2
0.17226825700409581,2
0.1546477971397844,2
0.14299077439934385,2
0.21951371335950576,2
0.20804575871859868,2
0.20667982930506718,2
0.2970645320236241,2
0.1387618056818961,2
0.1449808755935035,2
0.13556236764899526,2
0.12660267217333313,2
0.1384038309749863,2
0.1540514104741841,2
0.15276979726805867,2
0.14253063434881072,2
0.11116362090336009,2
0.253777417014983,2
0.15405324589979807,2
0.17868245245636324,2
0.25213957190602326,2
0.20031883916924728,2
0.19259124249937415,2
0.09732879191802504,2
0.23802910362919305,2
0.24032954828922348,2
0.21825607648473835,2
0.17949890190786488,2
0.12120429495733125,2
0.19379615114431037,2
0.19324136470693057,2
0.13944875663187944,2
0.18111307016782768,2
0.1733821895822947,2
0.10694490649888072,2
0.17122833588804187,2
0.2810945150826196,2
0.1627438405256457,2
0.2735891132657276,2
0.16236633843924478,2
0.1155878841836021,2
0.13645542839126393,2
0.21941635051995645,2
0.11394351822441759,2
0.1786466616062233,2
0.1205629788189106,2
0.10687915305340061,2
0.18304176471664307,2
0.2745200426116815,2
0.32446581088574666,2
0.20256460372711604,2
0.1763711777524469,2
0.17265241998410866,2
0.13000238155608215,2
0.22688906370654566,2
0.1691293555254675,2
0.3141206280930598,2
0.32861151255980486,2
0.24407295210647567,2
0.19105402547817305,2
0.15860496374846503,2
0.12015691046124118,2
0.1308172949785036,2
0.018487991119864364,4
0.016119077358696488,4
0.014864008101897338,4
0.01727441677018262,4
0.014654531983304667,4
0.01588190779438258,4
0.023582777816945906,4
0.022229061594875067,4
0.01192979518447951,4
0.018595038238903565,4
0.019753658098517656,4
0.019356454305964273,4
0.011997199722244948,4
0.02027197695552058,4
0.018688279542494326,4
0.022562832892022874,4
0.02246762119183185,4
0.013674055532445514,4
0.016250300380485496,4
0.017668192664677482,4
0.039379262964334846,4
0.01811219596725508,4
0.012855041445644921,4
0.016038030275729153,4
0.013984611009022143,4
0.012976942354196988,4
0.035720573102165296,4
0.009558311668579914,4
0.021699711282449338,4
0.01730343531923176,4
0.01632234980727723,4
0.023519196676772484,4
0.013222641184899698,4
0.03546680670485804,4
0.014742709641270996,4
0.01399466035127468,4
0.013563110342345927,4
0.017646595143954138,4
0.012307732034243974,4
0.0136639711672907,4
0.024411996675595474,4
0.019658237312057437,4
0.015527262063229555,4
0.018819047997688073,4
0.01896383523692564,4
0.01852538388860839,4
0.014578125691108597,4
0.013833960212866337,4
0.020479819243057595,4
0.01725706429766487,4
0.03357696701278264,4
0.013270046610411208,4
0.012466784179071025,4
0.01764202376279163,4
0.018418306108015543,4
0.018441333317404836,4
0.021946557619076913,4
0.01360461993002928,4
0.015098021330575988,4
0.012819618796961427,4
0.018039975362928434,4
0.01780612217899225,4
0.026617915373000414,4
0.014797559303225682,4
0.022526753654765544,4
0.012393432099273679,4
0.016983211466589418,4
0.019966322948747513,4
0.01703028526994639,4
0.012982080127299551,4
0.012795038899418692,4
0.01983636993961138,4
0.016650963038076956,4
0.01739937489440986,4
0.013080100606320045,4
0.015085605000425299,4
0.014338213654933245,4
0.017161342422803216,4
0.020802888431723638,4
0.01705373752519596,4
0.02269900634697087,4
0.01614138023855751,4
0.01946877905978827,4
0.01564650920235167,4
0.022677896071661686,4
0.023502570803251632,4
0.015500869530829976,4
0.011420997944006465,4
0.017787531266118643,4
0.01722795962717906,4
0.013647748633914268,4
0.04355508528675253,4
0.015466817687593138,4
0.018650292835535712,4
0.014645219620558416,4
0.02427968293274848,4
0.0181739331892486,4
0.016910077318804437,4
0.01364927086052461,4
0.03585029687149153,4
